premise,hypothesis,chunks1,chunks2,labels
Elderly gentlemen enjoying a beer and looking out on a balcony.,Older gentlemen drinking Sam Adams,"[Elderly gentlemen, Elderly gentlemen, enjoying a beer, and looking out, on a balcony]","[drinking Sam Adams, Older gentlemen, drinking Sam Adams, drinking Sam Adams, drinking Sam Adams]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
Elderly gentlemen enjoying a beer and looking out on a balcony.,Older gentlemen drinking beer/,"[Elderly gentlemen, Elderly gentlemen, enjoying a beer, and looking out, on a balcony]","[drinking beer, Older gentlemen, drinking beer, drinking beer, drinking beer]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
Elderly gentlemen enjoying a beer and looking out on a balcony.,Older man on his couch drinking scotch.,"[Elderly gentlemen, Elderly gentlemen, enjoying a beer, and looking out, on a balcony]","[drinking scotch, Older man, on his couch, drinking scotch, drinking scotch]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
A man in a black shirt and blue jeans holds a microphone while a band performs with him.,there are both women and men in the audience,"[A man, in a black shirt, and blue jeans, and blue jeans, holds a microphone, while a band, performs with him]","[in the audience, there are both women, in the audience, and men, in the audience, there are both women, in the audience]","[unaligned, unaligned, unaligned, neutralAlign, unaligned, unaligned, unaligned]"
A man in a black shirt and blue jeans holds a microphone while a band performs with him.,the man is on stage,"[A man, A man, in a black shirt, and blue jeans, holds a microphone, while a band, performs with him]","[is on stage, the man, is on stage, is on stage, is on stage, is on stage, is on stage]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned]"
A man in a black shirt and blue jeans holds a microphone while a band performs with him.,the woman is on stage alone,"[A man, A man, in a black shirt, and blue jeans, holds a microphone, while a band, performs with him]","[is on stage alone, the woman, is on stage alone, is on stage alone, is on stage alone, is on stage alone, is on stage alone]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned]"
A man wearing a creme jacket and white pants carrying a blue bag on his right shoulder walking up stone steps.,A man carrying a blue bag walks to his job.,"[A man, A man, wearing a creme jacket, wearing a creme jacket, and white pants, carrying a blue bag, on his right shoulder]","[carrying a blue bag, A man, walks to his job, carrying a blue bag, walks to his job, walks to his job, walks to his job]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, unaligned]"
A man wearing a creme jacket and white pants carrying a blue bag on his right shoulder walking up stone steps.,A man carrying two red bags walks down the street.,"[A man, A man, wearing a creme jacket, and white pants, carrying a blue bag, carrying a blue bag, on his right shoulder, walking up stone steps]","[walks down the street, A man, walks down the street, walks down the street, walks down the street, carrying two red bags, walks down the street, walks down the street]","[unaligned, entailAlign, unaligned, unaligned, unaligned, neutralAlign, unaligned, entailAlign]"
A man wearing a creme jacket and white pants carrying a blue bag on his right shoulder walking up stone steps.,A man carrying a blue bag is walking.,"[A man, A man, wearing a creme jacket, wearing a creme jacket, and white pants, carrying a blue bag, on his right shoulder, walking up stone steps]","[is walking, A man, is walking, carrying a blue bag, is walking, is walking, is walking, is walking]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned]"
Three boys racing against each other on the track.,Three girls racing against each other on the track.,"[Three boys, Three boys, racing against each other, racing against each other, on the track]","[racing against each other, Three girls, on the track, racing against each other, on the track]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
Three boys racing against each other on the track.,Three boys racing against each other on the race car track.,"[Three boys, Three boys, racing against each other, racing against each other, on the track]","[racing against each other, Three boys, on the race car track, racing against each other, on the race car track]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
Three boys racing against each other on the track.,Three people racing against each other on the track.,"[Three boys, Three boys, racing against each other, racing against each other, on the track]","[racing against each other, Three people, on the track, racing against each other, on the track]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
"A line of players at a soccer game, wearing red and white.","A line of players, wearing red and white,  waiting to play soccer.","[A line of players, A line of players, at a soccer game, at a soccer game, wearing red, wearing red, and white, and white]","[and white, A line of players, waiting to, play soccer, and white, wearing red, waiting to, and white]","[unaligned, entailAlign, unaligned, neutralAlign, unaligned, entailAlign, unaligned, entailAlign]"
"A line of players at a soccer game, wearing red and white.",Soccer players wearing red and white are standing in a line.,"[A line of players, A line of players, at a soccer game, at a soccer game, wearing red, wearing red, and white, and white]","[are standing, in a line, and white, Soccer players, and white, wearing red, are standing, and white]","[unaligned, neutralAlign, unaligned, neutralAlign, unaligned, entailAlign, unaligned, entailAlign]"
"A line of players at a soccer game, wearing red and white.",People wearing blue and white at a baseball game.,"[A line of players, at a soccer game, at a soccer game, wearing red, wearing red, and white]","[and white, People wearing blue, at a baseball game, and white, People wearing blue, and white]","[unaligned, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
Young girl holding a small butterfly on her thumb.,A girl catches a butterfly.,"[Young girl, Young girl, holding a small butterfly]","[catches a butterfly, A girl, catches a butterfly]","[unaligned, neutralAlign, entailAlign]"
Young girl holding a small butterfly on her thumb.,A girl leaves for camp.,"[Young girl, Young girl, holding a small butterfly, on her thumb]","[leaves for camp, A girl, leaves for camp, leaves for camp]","[unaligned, neutralAlign, unaligned, unaligned]"
Young girl holding a small butterfly on her thumb.,Child holding an insect.,[holding a small butterfly],[Child holding an insect],[entailAlign]
A snowboarder doing a handstand.,A snowboarder showing off,"[A snowboarder, A snowboarder, doing a handstand]","[showing off, A snowboarder, showing off]","[unaligned, entailAlign, unaligned]"
A snowboarder doing a handstand.,A snowboarder,[A snowboarder],[A snowboarder],[entailAlign]
A snowboarder doing a handstand.,A snowboarder lying down,"[A snowboarder, A snowboarder, doing a handstand]","[lying down, A snowboarder, lying down]","[unaligned, entailAlign, unaligned]"
Man carrying groceries on a neighborhood sidewalk.,There is a man carring a lot of heavy bags.,"[Man carrying groceries, on a neighborhood sidewalk]","[carring a lot of heavy bags, carring a lot of heavy bags]","[unaligned, unaligned]"
Man carrying groceries on a neighborhood sidewalk.,There is a woman dancing in the streets.,"[Man carrying groceries, on a neighborhood sidewalk, on a neighborhood sidewalk]","[There is, There is, dancing in the streets]","[unaligned, unaligned, neutralAlign]"
Man carrying groceries on a neighborhood sidewalk.,There is a man walking outdoors,"[Man carrying groceries, on a neighborhood sidewalk]","[There is, There is]","[unaligned, unaligned]"
Wearing a large white sweater and safety glasses a young girl is smiling.,A girl has success with her chemistry experiment.,"[Wearing a large white sweater, and safety glasses a young girl, is smiling]","[with her chemistry experiment, with her chemistry experiment, has success]","[unaligned, unaligned, unaligned]"
Wearing a large white sweater and safety glasses a young girl is smiling.,A girl in a white sweater smiles.,"[Wearing a large white sweater, Wearing a large white sweater, and safety glasses a young girl, is smiling]","[smiles, in a white sweater, smiles, A girl]","[unaligned, entailAlign, unaligned, unaligned]"
Wearing a large white sweater and safety glasses a young girl is smiling.,A boy on a dirtbike.,"[Wearing a large white sweater, and safety glasses a young girl, is smiling]","[on a dirtbike, on a dirtbike, on a dirtbike]","[unaligned, unaligned, unaligned]"
"Several people, some with umbrellas, milling about on an urban street near a white building with a mailbox and newspaper boxes in front of it, and a street sign that says ""Park Ave"".",There are people sun bathing on the beach.,"[Several people, Several people, some with umbrellas, milling about, on an urban street, near a white building, with a mailbox, and newspaper boxes, in front of it, and a street sign, that says `` Park Ave '']","[There are, people sun, There are, There are, There are, bathing on the beach, There are, bathing on the beach, bathing on the beach, There are, bathing on the beach]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
"Several people, some with umbrellas, milling about on an urban street near a white building with a mailbox and newspaper boxes in front of it, and a street sign that says ""Park Ave"".",There are people standing in front of a shrine near Kyoto.,"[Several people, some with umbrellas, milling about, on an urban street, near a white building, near a white building, with a mailbox, and newspaper boxes, in front of it, in front of it, and a street sign, that says `` Park Ave '']","[near Kyoto, near Kyoto, near Kyoto, near Kyoto, people standing, near Kyoto, There are, in front of a shrine, people standing, in front of a shrine, people standing, people standing]","[unaligned, unaligned, unaligned, unaligned, unaligned, neutralAlign, unaligned, unaligned, unaligned, neutralAlign, unaligned, unaligned]"
"Several people, some with umbrellas, milling about on an urban street near a white building with a mailbox and newspaper boxes in front of it, and a street sign that says ""Park Ave"".",There are business people stuck in the rain in NYC.,"[Several people, Several people, some with umbrellas, milling about, on an urban street, near a white building, with a mailbox, and newspaper boxes, in front of it, and a street sign, that says `` Park Ave '']","[stuck in the rain, business people, in NYC, stuck in the rain, stuck in the rain, stuck in the rain, stuck in the rain, stuck in the rain, stuck in the rain, stuck in the rain, stuck in the rain]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
Woman in red tights and man with long hair walking down a city street,People are rollerblading in a rink in the park.,"[Woman in red tights, and man, with long hair, walking down a city street]","[rollerblading in a rink, rollerblading in a rink, rollerblading in a rink, People are]","[unaligned, unaligned, unaligned, unaligned]"
Woman in red tights and man with long hair walking down a city street,People are in the streets during a snowstorm,"[Woman in red tights, and man, with long hair, walking down a city street, walking down a city street]","[during a snowstorm, People are, in the streets, People are, in the streets]","[unaligned, unaligned, unaligned, unaligned, neutralAlign]"
Woman in red tights and man with long hair walking down a city street,People are in the streets,"[Woman in red tights, and man, with long hair, walking down a city street, walking down a city street]","[in the streets, People are, in the streets, People are, in the streets]","[unaligned, unaligned, unaligned, unaligned, neutralAlign]"
A beauty pageant contestant wearing black clothing and black high heels along with her sash poses for an outdoor picture in a desert like setting.,a person getting ready to change in more practical clothes for a desert,"[A beauty pageant contestant, A beauty pageant contestant, wearing black clothing, and black high heels, along with her sash, poses for an outdoor picture, poses for an outdoor picture, in a desert, like setting]","[to change in more practical clothes, a person, for a desert, to change in more practical clothes, to change in more practical clothes, to change in more practical clothes, for a desert, to change in more practical clothes, to change in more practical clothes]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned]"
A beauty pageant contestant wearing black clothing and black high heels along with her sash poses for an outdoor picture in a desert like setting.,The person is a woman.,"[A beauty pageant contestant, wearing black clothing, and black high heels, along with her sash, poses for an outdoor picture, in a desert, like setting]","[The person, is a woman, is a woman, is a woman, is a woman, The person, is a woman]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A beauty pageant contestant wearing black clothing and black high heels along with her sash poses for an outdoor picture in a desert like setting.,A contestant poses for a picture.,"[A beauty pageant contestant, A beauty pageant contestant, wearing black clothing, and black high heels, along with her sash, poses for an outdoor picture]","[poses for a picture, A contestant, poses for a picture, poses for a picture, poses for a picture, poses for a picture]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
Three people preparing a meal in white outfits indoors.,Three chefs are working in a kitchen to make a large meal.,"[Three people, preparing a meal, preparing a meal, in white outfits indoors]","[to make a large meal, Three chefs, in a kitchen, Three chefs]","[unaligned, unaligned, neutralAlign, unaligned]"
Three people preparing a meal in white outfits indoors.,Three people are cooking meal inside.,"[Three people, Three people, preparing a meal, in white outfits indoors]","[are cooking meal inside, Three people, are cooking meal inside, are cooking meal inside]","[unaligned, entailAlign, unaligned, unaligned]"
Three people preparing a meal in white outfits indoors.,People are barbecuing outdoors by their pool.,"[Three people, preparing a meal, in white outfits indoors]","[by their pool, barbecuing outdoors, by their pool]","[unaligned, unaligned, unaligned]"
A man is laying under a large mossy rock in the forest.,A man is inside playing with rocks,"[A man, A man, is laying, under a large mossy rock, in the forest]","[is inside, A man, playing with rocks, is inside, is inside]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
A man is laying under a large mossy rock in the forest.,A man is on the ground,"[A man, A man, is laying, under a large mossy rock, in the forest]","[is on the ground, A man, is on the ground, is on the ground, is on the ground]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
A man is laying under a large mossy rock in the forest.,A man is laying under a large mossy rock in the forest and sleeping,"[A man, A man, is laying, is laying, under a large mossy rock, under a large mossy rock, in the forest, in the forest]","[in the forest, A man, under a large mossy rock, is laying, and sleeping, under a large mossy rock, and sleeping, in the forest]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
Two construction workers working on a building.,Workers building a school.,"[Two construction workers, working on a building]","[Workers building a school, Workers building a school]","[unaligned, entailAlign]"
Two construction workers working on a building.,Workers having a nap under a tree.,"[Two construction workers, working on a building]","[under a tree, Workers having]","[unaligned, unaligned]"
Two construction workers working on a building.,Workers work on a building.,"[Two construction workers, Two construction workers, working on a building]","[on a building, Workers work, on a building]","[unaligned, entailAlign, entailAlign]"
A woman performs a take-down in a martial arts competition.,The woman is competing against a man.,"[A woman, A woman, performs a take-down, in a martial arts competition]","[is competing, The woman, is competing, against a man]","[unaligned, entailAlign, unaligned, unaligned]"
A woman performs a take-down in a martial arts competition.,The woman is performing ballet.,"[A woman, A woman, performs a take-down, in a martial arts competition]","[is performing ballet, The woman, is performing ballet, is performing ballet]","[unaligned, entailAlign, unaligned, unaligned]"
A woman performs a take-down in a martial arts competition.,A woman is competing.,"[A woman, A woman, performs a take-down, in a martial arts competition]","[is competing, A woman, is competing, is competing]","[unaligned, entailAlign, unaligned, unaligned]"
Two soccer players fighting over the soccer ball with the referee in the background.,people play soccer,"[Two soccer players, fighting over the soccer ball, with the referee, in the background]","[people play soccer, people play soccer, people play soccer, people play soccer]","[unaligned, unaligned, unaligned, unaligned]"
Two soccer players fighting over the soccer ball with the referee in the background.,a cat drinks milk,"[Two soccer players, fighting over the soccer ball, with the referee, in the background]","[drinks milk, drinks milk, drinks milk, drinks milk]","[unaligned, unaligned, unaligned, unaligned]"
Two soccer players fighting over the soccer ball with the referee in the background.,people in championship game,"[Two soccer players, fighting over the soccer ball, with the referee, in the background]","[people in championship game, people in championship game, people in championship game, people in championship game]","[unaligned, unaligned, unaligned, unaligned]"
A small crowd gathered at a local seaman monument holding umbrellas.,A crowd braves the rain at a funeral near a monument,"[A small crowd, A small crowd, gathered at a local seaman monument, holding umbrellas]","[braves the rain, A crowd, braves the rain, braves the rain]","[unaligned, entailAlign, unaligned, unaligned]"
A small crowd gathered at a local seaman monument holding umbrellas.,A single person at the local seafood restaurant orders crabs,"[A small crowd, gathered at a local seaman monument, holding umbrellas]","[at the local seafood restaurant, orders crabs, at the local seafood restaurant]","[unaligned, unaligned, unaligned]"
A small crowd gathered at a local seaman monument holding umbrellas.,A crowd holds umbrellas near a monument,"[A small crowd, A small crowd, gathered at a local seaman monument, holding umbrellas, holding umbrellas]","[holds umbrellas, A crowd, holds umbrellas, near a monument, holds umbrellas]","[unaligned, entailAlign, unaligned, unaligned, entailAlign]"
A man and woman are kissing next to a train track.,A  woman gets ready to board a train.,"[A man, A man, and woman, are kissing next, to a train track, to a train track]","[to board a train, A woman, to board a train, to board a train, gets ready, to board a train]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
A man and woman are kissing next to a train track.,A couple kisses good bye at the train station.,"[A man, A man, and woman, are kissing next, to a train track]","[at the train station, A couple, at the train station, at the train station, kisses good bye]","[unaligned, neutralAlign, unaligned, unaligned, unaligned]"
A man and woman are kissing next to a train track.,Two kids get ready to board an air plane.,"[A man, and woman, are kissing next, to a train track]","[to board an air plane, get ready, get ready, get ready]","[unaligned, unaligned, unaligned, unaligned]"
Little boy pushing another little boy up the pole.,One boy is trying to climb the pole.,"[Little boy, Little boy, pushing another little boy, up the pole, up the pole]","[to climb the pole, One boy, to climb the pole, is trying, to climb the pole]","[unaligned, neutralAlign, unaligned, unaligned, neutralAlign]"
Little boy pushing another little boy up the pole.,There are two boys.,"[Little boy, pushing another little boy, up the pole]","[There are two boys, There are two boys, There are two boys]","[unaligned, unaligned, unaligned]"
Little boy pushing another little boy up the pole.,Two boys are playing a board game.,"[Little boy, pushing another little boy, up the pole]","[are playing a board game, are playing a board game, are playing a board game]","[unaligned, unaligned, unaligned]"
A lone hiker walking on dirt with a snowy mountain background.,a hiker is on the snowy mountain,"[A lone hiker, A lone hiker, walking on dirt, with a snowy mountain background]","[is on the snowy mountain, a hiker, is on the snowy mountain, is on the snowy mountain]","[unaligned, entailAlign, unaligned, unaligned]"
A lone hiker walking on dirt with a snowy mountain background.,a hiker is walking with a mountain in his background.,"[A lone hiker, A lone hiker, walking on dirt, with a snowy mountain background, with a snowy mountain background]","[in his background, a hiker, in his background, is walking, with a mountain]","[unaligned, entailAlign, unaligned, unaligned, entailAlign]"
A lone hiker walking on dirt with a snowy mountain background.,a hiker is making his way to the snowy mountain.,"[A lone hiker, A lone hiker, walking on dirt, with a snowy mountain background]","[is making, a hiker, to the snowy mountain, is making]","[unaligned, entailAlign, unaligned, unaligned]"
"A golfer, wearing all brown, takes a swing towards the trees on a golf course.",A man begins to golf.,"[A golfer, A golfer, wearing all brown, takes a swing, towards the trees, on a golf course]","[begins to, golf, A man, A man, A man, A man]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned]"
"A golfer, wearing all brown, takes a swing towards the trees on a golf course.",A person plays golf.,"[A golfer, wearing all brown, takes a swing, towards the trees, on a golf course]","[plays golf, A person, A person, A person, A person]","[neutralAlign, unaligned, unaligned, unaligned, unaligned]"
"A golfer, wearing all brown, takes a swing towards the trees on a golf course.",A man starts to fish.,"[A golfer, wearing all brown, takes a swing, towards the trees, on a golf course]","[starts to, A man, fish, fish, fish]","[unaligned, unaligned, unaligned, unaligned, unaligned]"
Men standing on a railing.,Men are near a railing,"[Men standing, on a railing]","[near a railing, Men are]","[unaligned, unaligned]"
Men standing on a railing.,The railing is near a cliff,"[Men standing, on a railing, on a railing]","[is near a cliff, is near a cliff, The railing]","[unaligned, unaligned, neutralAlign]"
Men standing on a railing.,The men are sitting down,"[Men standing, on a railing]","[are sitting down, are sitting down]","[unaligned, unaligned]"
A woman is using a net to catch fish on the river.,The woman has a net,"[A woman, A woman, is using a net, to catch fish, on the river]","[has a net, The woman, has a net, has a net, has a net]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
A woman is using a net to catch fish on the river.,The river is dirty,"[A woman, is using a net, to catch fish, on the river, on the river]","[is dirty, is dirty, is dirty, is dirty, The river]","[unaligned, unaligned, unaligned, unaligned, neutralAlign]"
A woman is using a net to catch fish on the river.,The woman is not fishing,"[A woman, A woman, is using a net, to catch fish, to catch fish, on the river]","[is not, The woman, is not, is not, fishing, is not]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned]"
"The two children, one with a scarf tied around their forehead, walk down a modeling runway.",The child is in bed asleep.,"[The two children, The two children, one with a scarf, tied around their forehead, walk down a modeling runway]","[is in bed asleep, The child, is in bed asleep, is in bed asleep, is in bed asleep]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
"The two children, one with a scarf tied around their forehead, walk down a modeling runway.",The children are siblings.,"[The two children, The two children, one with a scarf, tied around their forehead, walk down a modeling runway]","[are siblings, The children, are siblings, are siblings, are siblings]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
"The two children, one with a scarf tied around their forehead, walk down a modeling runway.",There are two children.,[The two children],[There are two children],[entailAlign]
Man in punkish outfit rides unusual bike on city sidewalk.,A man in a business suit is riding in a taxi.,"[Man in punkish outfit, Man in punkish outfit, rides unusual bike, rides unusual bike, on city sidewalk]","[in a taxi, A man, in a business suit, is riding, in a business suit]","[unaligned, neutralAlign, unaligned, neutralAlign, unaligned]"
Man in punkish outfit rides unusual bike on city sidewalk.,A man is riding a bike outdoors.,"[Man in punkish outfit, Man in punkish outfit, rides unusual bike, on city sidewalk]","[is riding a bike outdoors, A man, is riding a bike outdoors, is riding a bike outdoors]","[unaligned, neutralAlign, unaligned, unaligned]"
Man in punkish outfit rides unusual bike on city sidewalk.,A man is riding a unicycle.,"[Man in punkish outfit, Man in punkish outfit, rides unusual bike, on city sidewalk]","[is riding a unicycle, A man, is riding a unicycle, is riding a unicycle]","[unaligned, neutralAlign, unaligned, unaligned]"
Two people kissing on a yellow cable car.,The people are fighting and yelling at each other,"[Two people, Two people, kissing on a yellow cable car]","[are fighting, The people, at each other]","[unaligned, neutralAlign, unaligned]"
Two people kissing on a yellow cable car.,The people are an older couple,"[Two people, Two people, kissing on a yellow cable car]","[are an older couple, The people, are an older couple]","[unaligned, neutralAlign, unaligned]"
Two people kissing on a yellow cable car.,Some people are kissing,"[Two people, kissing on a yellow cable car]","[are kissing, are kissing]","[unaligned, unaligned]"
Two women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage.,Two men are standing next to the door and drinking coffee.,"[Two women, Two women, with white head garb, and long dresses, sitting in front of a door, on steps, reading and drinking a beverage, reading and drinking a beverage]","[and drinking coffee, Two men, to the door, to the door, and drinking coffee, and drinking coffee, to the door, and drinking coffee]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned, entailAlign]"
Two women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage.,Two women are sitting behind their husbands as they wait for the kids to get home from school.,"[Two women, Two women, with white head garb, and long dresses, sitting in front of a door, on steps, reading and drinking a beverage]","[behind their husbands, Two women, behind their husbands, behind their husbands, behind their husbands, to get home, are sitting]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned]"
Two women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage.,Women are sitting down.,"[Two women, with white head garb, and long dresses, sitting in front of a door, on steps, reading and drinking a beverage]","[sitting down, Women are, Women are, Women are, Women are, Women are]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
"A man in a purplish colored top, gray hair and glasses seems to be the center of this picture.",A man posing for a picture.,"[A man, A man, in a purplish colored top, gray hair, and glasses, seems to, be the center of this picture]","[posing for a picture, A man, posing for a picture, posing for a picture, posing for a picture, posing for a picture, posing for a picture]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, entailAlign]"
"A man in a purplish colored top, gray hair and glasses seems to be the center of this picture.",The picture features a man with a colored shirt.,"[A man, A man, in a purplish colored top, in a purplish colored top, gray hair, and glasses, seems to, be the center of this picture]","[with a colored shirt, features a man, The picture, with a colored shirt, The picture, The picture, The picture, The picture]","[unaligned, neutralAlign, unaligned, neutralAlign, unaligned, unaligned, unaligned, neutralAlign]"
"A man in a purplish colored top, gray hair and glasses seems to be the center of this picture.",He is wearing green shorts.,"[A man, in a purplish colored top, gray hair, and glasses, seems to, be the center of this picture]","[He is, wearing green shorts, He is, He is, He is, He is]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A man wearing a white top hat.,The man is all deck out and ready for the lawn party at the jockey stable.,"[A man, A man, wearing a white top hat]","[for the lawn party, The man, at the jockey stable]","[unaligned, entailAlign, unaligned]"
A man wearing a white top hat.,A man is diving for scallops in the North Sea.,"[A man, A man, wearing a white top hat]","[is diving, A man, in the North Sea]","[unaligned, entailAlign, unaligned]"
A man wearing a white top hat.,The man has a large top hat on.,"[A man, A man, wearing a white top hat, wearing a white top hat]","[has a large top hat, The man, on, has a large top hat]","[unaligned, entailAlign, unaligned, entailAlign]"
A young male wearing a traditional mexican outfit is singing to a female who is wearing blue.,A young mariachi band singer is seranading a senorita in blue.,"[A young male, A young male, wearing a traditional mexican outfit, is singing, to a female, who is, wearing blue]","[is seranading a senorita, A young mariachi band singer, is seranading a senorita, in blue, is seranading a senorita, in blue, is seranading a senorita]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, unaligned, unaligned]"
A young male wearing a traditional mexican outfit is singing to a female who is wearing blue.,Two singers perform at a Mexican restaurant.,"[A young male, wearing a traditional mexican outfit, is singing, to a female, who is, wearing blue]","[perform at a Mexican restaurant, Two singers, perform at a Mexican restaurant, perform at a Mexican restaurant, perform at a Mexican restaurant, perform at a Mexican restaurant]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A young male wearing a traditional mexican outfit is singing to a female who is wearing blue.,A person wearing blue is being sung to by man in traditional Mexican garb.,"[A young male, A young male, wearing a traditional mexican outfit, wearing a traditional mexican outfit, is singing, is singing, to a female, who is, who is, wearing blue]","[in traditional Mexican garb, sung to by man, is being, in traditional Mexican garb, wearing blue, is being, wearing blue, wearing blue, A person, wearing blue]","[unaligned, neutralAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, neutralAlign, entailAlign]"
A woman painting boxes with a brush.,A Lady is creating a piece art.,"[A woman, A woman, painting boxes, with a brush]","[is creating a piece art, A Lady, is creating a piece art, is creating a piece art]","[unaligned, entailAlign, unaligned, unaligned]"
A woman painting boxes with a brush.,There is paint on a brush.,"[A woman, painting boxes, with a brush]","[There is, There is, There is]","[unaligned, unaligned, unaligned]"
A woman painting boxes with a brush.,A Lady is sleeping.,"[A woman, A woman, painting boxes, with a brush]","[is sleeping, A Lady, is sleeping, is sleeping]","[unaligned, entailAlign, unaligned, unaligned]"
A group of students arranged in a circle are taking a test.,Kids at school.,"[arranged in a circle, are taking a test]","[Kids at school, Kids at school]","[unaligned, unaligned]"
A group of students arranged in a circle are taking a test.,Students in a hallway.,[A group of students],[Students in a hallway],[entailAlign]
A group of students arranged in a circle are taking a test.,Children sitting at their desks.,"[A group of students, arranged in a circle, are taking a test]","[at their desks, at their desks, at their desks]","[unaligned, unaligned, unaligned]"
A girl in a red costume performs a hula-hoop routine for onlookers.,An expert hula hooper performs for a packed crowd.,"[A girl, in a red costume, performs a hula-hoop routine, for onlookers]","[An expert hula hooper, performs for a packed crowd, An expert hula hooper, An expert hula hooper]","[unaligned, unaligned, unaligned, unaligned]"
A girl in a red costume performs a hula-hoop routine for onlookers.,A girl plays with a hula hoop.,"[A girl, A girl, in a red costume, performs a hula-hoop routine]","[plays with a hula hoop, A girl, plays with a hula hoop, plays with a hula hoop]","[unaligned, entailAlign, unaligned, entailAlign]"
A girl in a red costume performs a hula-hoop routine for onlookers.,A person bounces a ball.,"[A girl, A girl, in a red costume, performs a hula-hoop routine, for onlookers]","[bounces a ball, A person, bounces a ball, bounces a ball, bounces a ball]","[unaligned, neutralAlign, unaligned, unaligned, unaligned]"
Two men peering down from scaffolding.,Two women peering down from scaffolding.,"[Two men, Two men, peering down, peering down, from scaffolding]","[from scaffolding, Two women, from scaffolding, peering down, from scaffolding]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
Two men peering down from scaffolding.,Two people peering down from scaffolding.,"[Two men, Two men, peering down, peering down, from scaffolding]","[from scaffolding, Two people, from scaffolding, peering down, from scaffolding]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
Two men peering down from scaffolding.,Two sad men peering down from scaffolding.,"[Two men, Two men, peering down, peering down, from scaffolding]","[from scaffolding, Two sad men, from scaffolding, peering down, from scaffolding]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
An aspirin added to the water would preserve the flowers.,An aspirin added to the water would preserve the roses.,"[An aspirin, An aspirin, added to the water, added to the water, would preserve the flowers]","[would preserve the roses, An aspirin, would preserve the roses, added to the water, would preserve the roses]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
An aspirin added to the water would preserve the flowers.,Adding aspirin to water preserves the flowers.,"[An aspirin, An aspirin, added to the water, would preserve the flowers, would preserve the flowers]","[preserves the flowers, Adding aspirin, preserves the flowers, to water, preserves the flowers]","[unaligned, neutralAlign, unaligned, unaligned, entailAlign]"
An aspirin added to the water would preserve the flowers.,Adding aspirin to the water could kill the plant.,"[An aspirin, An aspirin, added to the water, added to the water, would preserve the flowers]","[could kill the plant, Adding aspirin, could kill the plant, to the water, could kill the plant]","[unaligned, neutralAlign, unaligned, entailAlign, neutralAlign]"
"A person on an all-terrain vehicle, sending up clouds of dust.",A person riding a vehicle.,"[A person, A person, on an all-terrain vehicle]","[riding a vehicle, A person, riding a vehicle]","[unaligned, entailAlign, entailAlign]"
