premise,hypothesis,chunks1,chunks2,labels
"A dog, which is black, and another one, which is white, are staring at each other in the street",Two dogs of different breeds are looking at each other across a street,"[A dog, which is black, and another one, which is white, are staring, are staring, at each other, at each other, in the street, in the street]","[are looking, Two dogs of different breeds, Two dogs of different breeds, Two dogs of different breeds, Two dogs of different breeds, are looking, Two dogs of different breeds, at each other, Two dogs of different breeds, across a street]","[unaligned, unaligned, unaligned, unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned, neutralAlign]"
"A dog next to a tree, which is probably a pine, is dropping a bucket","A dog next to a tree, which is probably a pine, is biting a bucket","[A dog next, A dog next, to a tree, to a tree, which is probably a pine, which is probably a pine, is dropping a bucket]","[which is probably a pine, A dog next, which is probably a pine, to a tree, is biting a bucket, which is probably a pine, is biting a bucket]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
"A dog next to a tree, which is probably a pine, is biting a bucket",A dog in a bucket is biting a tree which is probably a pine,"[A dog next, A dog next, to a tree, to a tree, which is probably a pine, which is probably a pine, is biting a bucket]","[in a bucket, A dog, which is probably a pine, a tree, is biting, which is probably a pine, is biting]","[unaligned, neutralAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A dog which is furry and black is in a backyard and is carrying a basket in its mouth.,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"[A dog, A dog, which is furry, which is furry, and black, and black, is in a backyard, is in a backyard, and is, and is, carrying a basket, carrying a basket, in its mouth]","[is in a back yard, A dog, is in a back yard, which is furry, is in a back yard, and black, and is, is in a back yard, in its mouth, and is, in its mouth, carrying a basket, in its mouth]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,There is no dog which is furry and black in a back yard carrying a basket in its mouth.,"[A dog, which is furry, which is furry, and black, and black, is in a back yard, is in a back yard, and is, carrying a basket, carrying a basket, in its mouth, in its mouth]","[which is furry, in a back yard, which is furry, in a back yard, and black, in its mouth, in a back yard, in its mouth, in its mouth, carrying a basket, no dog, in its mouth]","[unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, entailAlign]"
"A dog next to a tree, which is probably a pine, is biting a bucket",There is no dog which is furry and black in a back yard carrying a basket in its mouth.,"[A dog next, to a tree, which is probably a pine, is biting a bucket]","[which is furry, in its mouth, There is, in a back yard]","[unaligned, unaligned, unaligned, unaligned]"
A dog in the backyard is carrying black fur in a basket in its mouth.,"A dog next to a tree, which is probably a pine, is biting a bucket","[A dog, in the backyard, is carrying black fur, in a basket, in its mouth]","[which is probably a pine, which is probably a pine, A dog next, which is probably a pine, which is probably a pine]","[unaligned, unaligned, unaligned, unaligned, unaligned]"
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is dropping a bucket","[A dog, which is furry, and black, is in a back yard, and is, carrying a basket, in its mouth]","[is dropping a bucket, which is probably a pine, is dropping a bucket, which is probably a pine, which is probably a pine, which is probably a pine, which is probably a pine]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
Two persons of large size are sitting on a park bench and they have a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,"[Two persons of large size, Two persons of large size, are sitting, are sitting, on a park bench, on a park bench, and they, and they, have a bottle of soda, have a bottle of soda, between them]","[and they, Two large persons, have a bottle of soda, are sitting, and they, on a park bench, have a bottle of soda, and they, between them, have a bottle of soda, between them]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
Two large persons are sitting on a park bench and they have a bottle of soda between them,Two large persons are standing near a park bench and they have nothing between them,"[Two large persons, Two large persons, are sitting, are sitting, on a park bench, on a park bench, and they, and they, have a bottle of soda, between them, between them]","[near a park bench, Two large persons, near a park bench, are standing, and they, near a park bench, have nothing, and they, between them, have nothing, between them]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, entailAlign]"
